final_star,tries_until_dropout,dropout,union_segment,policy,total_fails,total_destroy,max_consecutive_fail,threshold
23,53,1,mid_union,baseline,42,3,9,274.9627413824167
20,33,1,mid_union,advantage,26,2,10,260.8012363980515
18,26,1,mid_union,baseline,22,1,10,225.20457672054064
19,31,1,mid_union,advantage,26,1,8,213.30778786179536
17,28,1,mid_union,baseline,23,4,9,232.28654738044304
25,50,1,mid_union,advantage,38,2,8,248.69005292182612
21,28,1,mid_union,baseline,22,0,10,244.80411687892445
17,19,1,mid_union,advantage,17,0,12,265.0626564953649
18,31,1,mid_union,baseline,26,2,11,255.79839444361704
22,23,1,mid_union,advantage,16,0,12,259.39138051505813
18,34,1,mid_union,baseline,29,2,9,246.53710801220873
23,42,1,mid_union,advantage,32,2,9,212.2140253957802
19,32,1,mid_union,baseline,26,2,10,236.08602937706198
24,72,1,mid_union,advantage,54,9,6,261.2017947981733
21,40,1,mid_union,baseline,31,3,9,238.96954142950707
17,19,1,mid_union,advantage,17,0,12,250.06180737247493
23,61,1,mid_union,baseline,45,8,7,233.62503369507735
18,32,1,mid_union,advantage,27,2,8,219.4037630291631
17,17,1,mid_union,baseline,15,0,12,237.53311871907778
25,59,1,mid_union,advantage,44,5,7,246.18094886065307
17,26,1,mid_union,baseline,22,2,11,226.88624561077114
18,24,1,mid_union,advantage,20,1,11,235.28577510286664
19,28,1,mid_union,baseline,22,2,9,221.21073516028034
18,40,1,mid_union,advantage,33,4,8,262.3848983512819
22,35,1,mid_union,baseline,27,1,10,234.11088484823932
20,51,1,mid_union,advantage,37,9,8,269.05511090252367
22,44,1,mid_union,baseline,36,1,8,270.57495701081814
17,27,1,mid_union,advantage,23,2,9,238.37908070556512
17,15,1,mid_union,baseline,13,0,12,219.831025349053
24,40,1,mid_union,advantage,29,2,8,198.28204244533325
18,18,1,mid_union,baseline,15,0,11,210.55925853946417
17,19,1,mid_union,advantage,17,0,9,212.5233035020268
15,12,1,mid_union,baseline,12,0,12,267.5693925492301
19,30,1,mid_union,advantage,26,0,8,242.31649174453892
21,36,1,mid_union,baseline,30,0,9,247.79209048183975
20,36,1,mid_union,advantage,28,3,8,195.59157982129747
22,44,1,mid_union,baseline,34,3,8,216.04067141565477
17,14,1,mid_union,advantage,12,0,12,257.74159552892576
21,51,1,mid_union,baseline,39,6,8,245.73548224765173
24,50,1,mid_union,advantage,38,3,8,237.05589442628806
17,16,1,mid_union,baseline,13,1,12,251.29684717200246
20,40,1,mid_union,advantage,32,3,9,272.7159561227163
17,24,1,mid_union,baseline,22,0,9,235.579150729259
19,30,1,mid_union,advantage,26,0,9,241.38739605316138
17,18,1,mid_union,baseline,15,1,12,243.85193837462612
19,35,1,mid_union,advantage,28,3,10,287.8421927054799
20,37,1,mid_union,baseline,28,4,7,198.01287471161947
21,36,1,mid_union,advantage,29,1,9,253.66446029577617
18,40,1,mid_union,baseline,31,6,7,237.70395502481873
21,42,1,mid_union,advantage,33,3,9,251.3354345236836
16,16,1,mid_union,baseline,14,1,11,226.8525489201055
23,30,1,mid_union,advantage,22,0,11,239.020699382831
18,22,1,mid_union,baseline,18,1,12,254.2282115893099
18,25,1,mid_union,advantage,20,2,12,302.2582040208768
18,24,1,mid_union,baseline,20,1,12,256.1607237880414
20,30,1,mid_union,advantage,25,0,10,223.03868803938983
20,31,1,mid_union,baseline,23,3,11,231.52480635954595
21,44,1,mid_union,advantage,34,4,7,230.93171783232293
17,17,1,mid_union,baseline,15,0,11,204.0871365473997
18,29,1,mid_union,advantage,25,1,9,233.39819616597126
23,47,1,mid_union,baseline,36,3,9,254.6565816364349
18,23,1,mid_union,advantage,19,1,9,214.5153576184641
15,12,1,mid_union,baseline,12,0,12,260.9696530210118
24,48,1,mid_union,advantage,39,0,8,249.75549642168676
18,25,1,mid_union,baseline,22,0,10,225.31533356057923
17,20,1,mid_union,advantage,18,0,11,237.16940725324307
22,51,1,mid_union,baseline,39,5,7,271.9664361528207
24,42,1,mid_union,advantage,32,1,10,254.67095627011733
19,23,1,mid_union,baseline,19,0,11,240.17567309796294
18,21,1,mid_union,advantage,18,0,11,235.24633366078032
24,51,1,mid_union,baseline,39,3,8,241.5321814090332
19,26,1,mid_union,advantage,22,0,11,229.76472884115393
17,24,1,mid_union,baseline,19,3,10,197.9050098856197
21,44,1,mid_union,advantage,35,3,10,280.8435582106946
18,22,1,mid_union,baseline,19,0,11,243.10649998398802
20,36,1,mid_union,advantage,30,1,9,247.96294530245075
19,35,1,mid_union,baseline,29,2,10,238.84184500246184
22,35,1,mid_union,advantage,26,2,10,225.29766398550825
18,25,1,mid_union,baseline,21,1,10,236.2815103810246
17,19,1,mid_union,advantage,17,0,11,208.01210475611379
16,26,1,mid_union,baseline,23,2,10,285.5417299610661
24,44,1,mid_union,advantage,33,2,7,215.3097600315521
20,33,1,mid_union,baseline,27,1,8,219.3606743230564
22,33,1,mid_union,advantage,25,1,11,231.194815912272
15,18,1,mid_union,baseline,17,1,12,265.76151449704753
27,39,0,mid_union,advantage,27,0,10,240.29017998525308
21,45,1,mid_union,baseline,35,4,7,215.27728407939077
17,20,1,mid_union,advantage,18,0,11,265.0867672151468
21,39,1,mid_union,baseline,31,2,10,254.62001253570963
23,39,1,mid_union,advantage,28,3,9,250.76869914432905
16,13,1,mid_union,baseline,12,0,12,254.3146848234168
16,18,1,mid_union,advantage,16,1,12,287.887238011649
21,57,1,mid_union,baseline,46,5,7,283.70189790072226
17,16,1,mid_union,advantage,14,0,12,226.2656931399341
19,51,1,mid_union,baseline,41,6,8,272.47769985622307
24,63,1,mid_union,advantage,48,6,6,247.66336379517801
16,15,1,mid_union,baseline,12,2,12,249.98191632275498
20,32,1,mid_union,advantage,24,3,9,206.15458336713343
20,32,1,mid_union,baseline,25,2,9,236.5922846922361
20,29,1,mid_union,advantage,23,1,11,223.7435281932687
21,40,1,mid_union,baseline,33,1,8,256.56117629786615
17,28,1,mid_union,advantage,24,2,10,261.4216100080561
20,47,1,mid_union,baseline,36,6,8,198.51027297967377
20,47,1,mid_union,advantage,38,4,8,239.5593027199146
16,20,1,mid_union,baseline,18,1,11,262.43723009588507
24,40,1,mid_union,advantage,29,2,9,236.2664207537311
21,44,1,mid_union,baseline,34,4,11,254.58127290004728
17,16,1,mid_union,advantage,14,0,12,247.02330935254167
18,29,1,mid_union,baseline,25,1,10,246.83320463905252
21,25,1,mid_union,advantage,19,0,10,234.57370043863406
23,53,1,mid_union,baseline,41,4,7,215.6683839172858
22,45,1,mid_union,advantage,33,5,8,217.56939705149944
21,48,1,mid_union,baseline,38,4,9,254.18705028910634
19,32,1,mid_union,advantage,27,1,9,240.38916511037766
21,29,1,mid_union,baseline,22,1,10,237.2297551078555
17,15,1,mid_union,advantage,13,0,12,231.52219915355295
21,49,1,mid_union,baseline,39,4,7,233.89622309038498
18,28,1,mid_union,advantage,24,1,9,260.9382358897628
18,25,1,mid_union,baseline,21,1,10,233.29511836263947
20,36,1,mid_union,advantage,29,2,9,213.17870573396863
19,30,1,mid_union,baseline,25,1,10,254.87303551080348
21,33,1,mid_union,advantage,27,0,10,235.90246672270567
15,17,1,mid_union,baseline,16,1,11,240.62791731065553
18,31,1,mid_union,advantage,28,0,9,272.15156612799024
18,24,1,mid_union,baseline,21,0,11,239.58878885298986
24,49,1,mid_union,advantage,36,4,9,245.7836734623745
19,33,1,mid_union,baseline,27,2,9,216.42153017403348
19,26,1,mid_union,advantage,21,1,9,235.6066109529808
17,26,1,mid_union,baseline,22,2,11,252.19052090417202
17,34,1,mid_union,advantage,28,4,8,208.89252532317516
17,22,1,mid_union,baseline,19,2,11,244.0169018623142
17,16,1,mid_union,advantage,14,0,12,242.01582145289612
27,44,0,mid_union,baseline,28,4,6,240.8257491117488
24,46,1,mid_union,advantage,34,3,10,260.74317797316485
21,34,1,mid_union,baseline,28,0,8,246.68877029697043
22,43,1,mid_union,advantage,33,3,11,269.5614379671289
17,15,1,mid_union,baseline,13,0,12,220.12820968811928
19,36,1,mid_union,advantage,30,2,9,242.71849134436695
21,37,1,mid_union,baseline,29,2,10,241.68933572779895
22,41,1,mid_union,advantage,32,2,9,218.6149101248984
22,48,1,mid_union,baseline,37,4,9,259.1259000418269
20,56,1,mid_union,advantage,44,7,8,286.49346611705636
18,21,1,mid_union,baseline,18,0,11,239.65987851032338
19,29,1,mid_union,advantage,25,0,9,250.10042176547535
21,37,1,mid_union,baseline,29,2,9,241.69036951630653
19,23,1,mid_union,advantage,19,0,11,225.72830660185647
18,25,1,mid_union,baseline,21,1,9,203.58479444395968
21,58,1,mid_union,advantage,46,6,6,225.8845303380927
17,19,1,mid_union,baseline,17,0,9,212.16083238096536
25,51,1,mid_union,advantage,39,2,8,274.08204156118234
17,30,1,mid_union,baseline,26,2,9,237.69780612153522
17,24,1,mid_union,advantage,21,1,10,233.0816134190566
24,50,1,mid_union,baseline,38,3,9,257.7830764957561
18,22,1,mid_union,advantage,19,0,11,217.56497794288225
18,28,1,mid_union,baseline,24,1,8,224.66271923990894
19,27,1,mid_union,advantage,22,1,10,241.36144538497243
21,45,1,mid_union,baseline,36,3,9,260.57537982846964
23,48,1,mid_union,advantage,38,2,9,250.03370090337577
21,44,1,mid_union,baseline,35,3,7,244.96650285031765
27,39,0,mid_union,advantage,26,1,10,241.56235470472032
17,19,1,mid_union,baseline,16,1,12,248.0047171105355
23,39,1,mid_union,advantage,30,1,11,244.0330581025851
17,25,1,mid_union,baseline,22,1,9,219.4005545044613
17,22,1,mid_union,advantage,19,1,11,240.92158443266302
19,34,1,mid_union,baseline,25,5,10,218.52622682164494
16,21,1,mid_union,advantage,19,1,9,241.62165085801647
20,42,1,mid_union,baseline,33,4,8,230.38704117023516
22,55,1,mid_union,advantage,44,4,8,290.7876324556572
16,22,1,mid_union,baseline,19,2,11,239.20211232496575
22,32,1,mid_union,advantage,25,0,10,211.91520867476822
23,39,1,mid_union,baseline,29,2,8,237.3163957864615
21,40,1,mid_union,advantage,33,1,8,250.38717491275776
17,21,1,mid_union,baseline,17,2,12,273.46727892305046
27,36,0,mid_union,advantage,24,0,4,228.21095200122562
20,29,1,mid_union,baseline,23,1,8,208.35144051952722
17,22,1,mid_union,advantage,19,1,12,256.33674022861965
18,28,1,mid_union,baseline,23,2,10,212.38802588200699
24,46,1,mid_union,advantage,35,2,9,231.2768911698503
19,37,1,mid_union,baseline,31,2,9,234.84759028978013
22,43,1,mid_union,advantage,33,3,9,238.60733093399784
16,14,1,mid_union,baseline,12,1,12,253.7832891414867
19,28,1,mid_union,advantage,23,1,10,226.32731435427223
17,34,1,mid_union,baseline,29,3,8,234.52541495666478
25,49,1,mid_union,advantage,37,2,9,239.71459294101223
19,27,1,mid_union,baseline,21,2,10,242.99195915037575
17,24,1,mid_union,advantage,21,1,11,241.95654349415847
17,24,1,mid_union,baseline,22,0,10,248.7201155044516
17,24,1,mid_union,advantage,21,1,11,256.87679019283473
19,28,1,mid_union,baseline,22,2,11,247.85268231301936
19,39,1,mid_union,advantage,29,6,10,249.07171047018437
19,26,1,mid_union,baseline,22,0,9,208.35553666507045
22,35,1,mid_union,advantage,27,1,8,241.0045539833136
18,32,1,mid_union,baseline,27,2,11,249.59015096003216
22,42,1,mid_union,advantage,35,0,9,254.578823891409
21,36,1,mid_union,baseline,29,1,9,226.1529845153241
21,36,1,mid_union,advantage,28,2,10,226.8192145022271
19,27,1,mid_union,baseline,23,0,9,228.51798649432803
22,53,1,mid_union,advantage,41,5,7,250.72827799782686
22,39,1,mid_union,baseline,28,4,9,260.67762109848417
16,14,1,mid_union,advantage,12,1,12,231.85079785416798
22,37,1,mid_union,baseline,28,2,11,258.159246272541
17,19,1,mid_union,advantage,17,0,11,242.46959618329188
19,27,1,mid_union,baseline,23,0,11,237.51428445675128
20,37,1,mid_union,advantage,30,2,9,235.77231540364062
19,43,1,mid_union,baseline,33,6,8,254.93222729204314
22,40,1,mid_union,advantage,30,3,10,246.5115563357414
17,17,1,mid_union,baseline,15,0,13,285.51650855295276
23,41,1,mid_union,advantage,33,0,9,222.95550714005353
15,18,1,mid_union,baseline,15,3,12,250.36203404059953
18,37,1,mid_union,advantage,31,3,9,229.41597980376974
16,15,1,mid_union,baseline,13,2,11,222.61426026022713
17,27,1,mid_union,advantage,24,1,9,239.78265725930055
18,38,1,mid_union,baseline,31,4,9,242.74704958814073
19,29,1,mid_union,advantage,24,1,11,298.36347110120187
19,35,1,mid_union,baseline,29,2,9,236.31708368633596
24,29,1,mid_union,advantage,19,1,11,217.39642541030634
16,29,1,mid_union,baseline,25,3,9,245.4602143498877
21,25,1,mid_union,advantage,18,1,10,198.50719924907264
17,19,1,mid_union,baseline,15,2,12,238.1608643479147
27,45,0,mid_union,advantage,28,5,9,240.3205056459032
23,36,1,mid_union,baseline,28,0,12,255.89200765890422
21,27,1,mid_union,advantage,20,1,11,259.47244498855696
20,41,1,mid_union,baseline,34,2,8,229.92860762184566
18,18,1,mid_union,advantage,15,0,12,236.98771970740134
22,37,1,mid_union,baseline,28,2,10,224.67758338778657
18,33,1,mid_union,advantage,28,2,9,217.43874890384612
17,19,1,mid_union,baseline,17,0,11,246.1978955876127
17,20,1,mid_union,advantage,17,1,11,214.528289028068
18,20,1,mid_union,baseline,16,1,11,231.70746198856273
17,19,1,mid_union,advantage,16,1,11,220.09652080201525
20,27,1,mid_union,baseline,21,1,11,250.9936637258052
18,19,1,mid_union,advantage,16,0,12,276.0286019853298
17,20,1,mid_union,baseline,16,2,11,213.96824034393336
16,17,1,mid_union,advantage,15,1,11,202.93963034204862
19,24,1,mid_union,baseline,20,0,11,237.50226229299867
24,56,1,mid_union,advantage,44,3,7,240.31395591915518
20,44,1,mid_union,baseline,34,5,8,244.37318613514594
24,47,1,mid_union,advantage,36,2,8,231.0735896953131
18,19,1,mid_union,baseline,15,1,12,235.98721402349136
23,39,1,mid_union,advantage,31,0,11,247.35020821081204
22,44,1,mid_union,baseline,32,5,9,260.80861785289676
21,27,1,mid_union,advantage,19,2,10,200.89902459363435
19,24,1,mid_union,baseline,19,1,11,232.62121121937076
19,28,1,mid_union,advantage,24,0,9,244.27617587882128
17,16,1,mid_union,baseline,13,1,11,221.64047790778528
21,40,1,mid_union,advantage,31,3,9,274.623392635346
18,19,1,mid_union,baseline,15,1,12,227.29180239542526
21,44,1,mid_union,advantage,36,2,8,239.17414625985435
17,19,1,mid_union,baseline,16,1,12,251.12044193684582
21,23,1,mid_union,advantage,17,0,11,228.1743042239621
20,27,1,mid_union,baseline,21,1,10,203.06853904391164
19,26,1,mid_union,advantage,22,0,11,231.42690946166934
22,45,1,mid_union,baseline,36,2,8,260.58881111854083
20,32,1,mid_union,advantage,24,3,10,233.26209746429723
17,19,1,mid_union,baseline,15,2,11,223.07131397082043
16,14,1,mid_union,advantage,13,0,12,258.51344419005443
18,34,1,mid_union,baseline,29,2,10,233.38450207953895
22,37,1,mid_union,advantage,30,0,8,229.79678372699564
21,27,1,mid_union,baseline,20,1,11,242.98912179326618
17,17,1,mid_union,advantage,15,0,12,255.41500419237576
17,21,1,mid_union,baseline,18,1,12,287.63427063465093
19,34,1,mid_union,advantage,28,2,10,256.5447221531485
21,40,1,mid_union,baseline,29,5,11,263.1967993277669
18,24,1,mid_union,advantage,20,1,9,229.8806760202429
23,56,1,mid_union,baseline,42,6,7,219.48263788061047
17,27,1,mid_union,advantage,23,2,10,241.24662699238246
23,31,1,mid_union,baseline,23,0,11,242.14339830519194
27,34,0,mid_union,advantage,21,1,5,218.42974517270807
21,43,1,mid_union,baseline,35,2,8,236.49410940191973
19,20,1,mid_union,advantage,16,0,12,247.9863520343826
22,34,1,mid_union,baseline,26,1,10,247.2078679003616
16,22,1,mid_union,advantage,19,2,10,250.08575706768545
16,13,1,mid_union,baseline,12,0,12,245.81929460274887
22,42,1,mid_union,advantage,30,5,10,229.85982681459888
21,43,1,mid_union,baseline,32,5,8,229.72198746702313
18,18,1,mid_union,advantage,15,0,11,216.02097204012247
19,38,1,mid_union,baseline,32,3,9,275.6955007837019
21,33,1,mid_union,advantage,26,1,11,240.26900729238585
17,33,1,mid_union,baseline,27,4,9,235.50293888410297
22,27,1,mid_union,advantage,17,3,11,221.42415837095083
17,15,1,mid_union,baseline,13,0,13,298.7131580465556
20,41,1,mid_union,advantage,33,3,8,218.5334393555421
15,15,1,mid_union,baseline,14,2,12,231.42304148787852
25,50,1,mid_union,advantage,38,2,8,248.3167367257212
18,26,1,mid_union,baseline,23,0,10,252.00425931488556
17,18,1,mid_union,advantage,16,0,12,259.1586411043137
20,34,1,mid_union,baseline,26,3,11,276.15217015538525
23,48,1,mid_union,advantage,36,4,9,250.12315310921426
22,42,1,mid_union,baseline,33,2,8,218.87938400066665
17,17,1,mid_union,advantage,15,0,12,234.86109749756437
21,50,1,mid_union,baseline,38,6,7,246.1566474502777
19,34,1,mid_union,advantage,27,3,9,281.3645208301165
19,26,1,mid_union,baseline,21,1,10,212.04389043151406
15,12,1,mid_union,advantage,12,0,12,264.05153010450454
17,28,1,mid_union,baseline,23,3,10,243.59828739092833
18,36,1,mid_union,advantage,30,3,9,256.7566107045896
17,17,1,mid_union,baseline,15,0,12,237.96010566728137
21,29,1,mid_union,advantage,19,4,11,223.15134739747347
22,44,1,mid_union,baseline,35,2,9,255.01745558802665
21,32,1,mid_union,advantage,24,2,11,253.08862054211244
20,40,1,mid_union,baseline,32,3,9,259.44113931479444
24,38,1,mid_union,advantage,29,0,9,239.7339072924273
17,22,1,mid_union,baseline,18,2,11,228.003559533603
16,18,1,mid_union,advantage,16,1,10,208.82426009952317
17,18,1,mid_union,baseline,15,1,12,256.38746536278813
19,39,1,mid_union,advantage,31,4,9,248.4777896488797
23,40,1,mid_union,baseline,30,2,9,220.68434734272083
17,23,1,mid_union,advantage,18,3,11,229.22852653406753
22,37,1,mid_union,baseline,29,1,8,230.6648237609712
16,13,1,mid_union,advantage,11,1,11,210.34031136035165
18,28,1,mid_union,baseline,23,2,8,223.64635206789734
23,45,1,mid_union,advantage,34,3,7,217.32339286387293
18,24,1,mid_union,baseline,20,1,11,231.75041976224128
23,40,1,mid_union,advantage,30,2,8,225.22605003340874
18,35,1,mid_union,baseline,28,4,8,207.45990158266503
27,38,0,mid_union,advantage,25,1,5,280.4518046113896
18,16,1,mid_union,baseline,13,0,12,265.0508146205846
24,45,1,mid_union,advantage,34,2,8,224.41961156960028
17,26,1,mid_union,baseline,22,2,10,245.4484279330722
18,20,1,mid_union,advantage,17,0,12,248.3493017964259
21,47,1,mid_union,baseline,39,2,8,263.8217170954695
18,22,1,mid_union,advantage,19,0,11,223.62789946679843
20,51,1,mid_union,baseline,40,6,7,261.84213567964855
18,21,1,mid_union,advantage,18,0,11,229.0418939158613
18,24,1,mid_union,baseline,20,1,10,213.28275191662772
19,25,1,mid_union,advantage,21,0,12,254.48273118628995
21,31,1,mid_union,baseline,23,2,11,265.81516848244854
24,38,1,mid_union,advantage,26,3,12,291.7581794706137
15,12,1,mid_union,baseline,12,0,12,216.00549469819572
24,60,1,mid_union,advantage,44,7,9,253.97839370161577
20,33,1,mid_union,baseline,25,3,11,231.80397512412935
20,40,1,mid_union,advantage,33,2,8,255.66717421048062
16,16,1,mid_union,baseline,14,1,11,210.590208975375
21,43,1,mid_union,advantage,34,3,9,214.74460448602872
21,42,1,mid_union,baseline,32,4,9,224.48250353667032
18,31,1,mid_union,advantage,24,4,10,241.57928091336169
17,18,1,mid_union,baseline,15,1,12,227.17837466923288
23,38,1,mid_union,advantage,28,2,9,253.1810868782684
20,29,1,mid_union,baseline,22,2,12,260.5378923651583
19,36,1,mid_union,advantage,29,3,11,251.9915508249071
18,26,1,mid_union,baseline,21,2,11,272.3757527932174
21,37,1,mid_union,advantage,29,2,9,248.31653258910686
18,23,1,mid_union,baseline,19,1,11,215.66206579319666
15,12,1,mid_union,advantage,12,0,12,267.26753027076677
20,29,1,mid_union,baseline,22,3,10,227.89687528788005
20,35,1,mid_union,advantage,28,2,10,258.2083699937114
23,47,1,mid_union,baseline,38,1,9,271.47468433110214
21,35,1,mid_union,advantage,28,1,10,249.13376021460797
19,36,1,mid_union,baseline,29,3,8,210.076823736707
24,47,1,mid_union,advantage,32,6,9,221.63575666980418
18,32,1,mid_union,baseline,26,3,10,266.4548893377027
16,19,1,mid_union,advantage,17,1,11,236.61754628714368
18,30,1,mid_union,baseline,24,3,10,241.59147069884332
16,14,1,mid_union,advantage,13,0,12,255.1764883232722
15,13,1,mid_union,baseline,12,1,12,253.92645724160647
17,22,1,mid_union,advantage,19,1,12,245.5759962477092
17,18,1,mid_union,baseline,16,0,11,235.82663257559068
21,44,1,mid_union,advantage,35,3,8,233.74663108535285
17,18,1,mid_union,baseline,16,0,12,257.15797650582687
17,30,1,mid_union,advantage,25,3,10,251.07139062135587
22,46,1,mid_union,baseline,37,2,8,234.85399998764422
21,46,1,mid_union,advantage,38,2,7,261.6422462598628
17,22,1,mid_union,baseline,20,1,11,237.41931769740432
25,48,1,mid_union,advantage,37,1,8,222.96675651331213
17,17,1,mid_union,baseline,15,0,12,224.8205860219331
21,40,1,mid_union,advantage,33,1,8,220.4251832738047
19,25,1,mid_union,baseline,18,3,11,234.55179966792625
26,53,1,mid_union,advantage,42,0,9,264.6744855667239
17,25,1,mid_union,baseline,22,1,10,223.8980963793898
22,45,1,mid_union,advantage,36,2,8,243.76951522036205
18,22,1,mid_union,baseline,18,1,11,226.86621308745174
22,41,1,mid_union,advantage,31,3,8,234.79381917457124
18,23,1,mid_union,baseline,19,1,11,209.79917576029496
22,37,1,mid_union,advantage,29,1,10,235.58923541686926
17,25,1,mid_union,baseline,20,3,10,236.12589240390076
17,23,1,mid_union,advantage,20,1,12,250.8057588807139
18,21,1,mid_union,baseline,18,0,12,244.46561826510742
16,34,1,mid_union,advantage,28,5,7,216.0321575009591
19,30,1,mid_union,baseline,25,1,10,261.68396488087086
18,29,1,mid_union,advantage,25,1,10,244.20606080443991
15,12,1,mid_union,baseline,12,0,12,243.96787034354972
22,41,1,mid_union,advantage,33,1,10,239.81635293229724
18,27,1,mid_union,baseline,22,2,10,229.6448510555556
17,20,1,mid_union,advantage,17,1,12,244.35604679497453
22,53,1,mid_union,baseline,41,5,8,249.51176871857166
19,23,1,mid_union,advantage,19,0,10,205.06208617308891
19,40,1,mid_union,baseline,34,2,7,229.2247832530781
22,34,1,mid_union,advantage,26,1,10,234.9010605919282
21,43,1,mid_union,baseline,34,3,8,245.12341211388556
18,41,1,mid_union,advantage,35,3,9,263.8662201185425
16,18,1,mid_union,baseline,16,2,11,224.56518370806435
20,25,1,mid_union,advantage,18,2,11,230.04076306364317
20,36,1,mid_union,baseline,29,2,9,229.749317787069
18,19,1,mid_union,advantage,16,0,12,223.96944819790917
21,30,1,mid_union,baseline,22,2,11,233.05627009775475
17,14,1,mid_union,advantage,12,0,12,255.41604439975941
19,28,1,mid_union,baseline,23,1,9,218.9232900927131
17,22,1,mid_union,advantage,19,1,11,248.55628790305806
20,41,1,mid_union,baseline,30,6,9,205.9619553996333
23,34,1,mid_union,advantage,25,1,11,228.77324007115587
20,46,1,mid_union,baseline,35,7,8,233.41021399564028
25,50,1,mid_union,advantage,39,1,8,273.4971934582813
20,39,1,mid_union,baseline,32,2,8,234.50395390494623
21,37,1,mid_union,advantage,29,2,9,195.97513053098163
23,38,1,mid_union,baseline,30,0,8,200.022221862775
22,51,1,mid_union,advantage,38,6,8,240.6805917269336
21,46,1,mid_union,baseline,37,3,8,252.27541711579818
18,23,1,mid_union,advantage,19,1,12,247.50911715254506
21,43,1,mid_union,baseline,32,5,9,243.3514021160198
18,30,1,mid_union,advantage,25,2,11,263.24519195011334
19,45,1,mid_union,baseline,37,4,7,229.20817558525738
22,45,1,mid_union,advantage,32,6,9,257.89821112053653
16,18,1,mid_union,baseline,16,1,11,207.35970229947165
22,40,1,mid_union,advantage,31,2,9,221.90104334123868
19,26,1,mid_union,baseline,21,1,10,203.85917210136367
18,24,1,mid_union,advantage,20,1,9,234.50309398660414
18,32,1,mid_union,baseline,26,3,10,239.07477565467315
18,27,1,mid_union,advantage,22,2,10,242.2820298445304
18,24,1,mid_union,baseline,21,0,10,241.2376670577427
20,38,1,mid_union,advantage,28,5,9,221.44893338376545
24,40,1,mid_union,baseline,30,1,10,236.19518311173567
21,41,1,mid_union,advantage,31,4,7,210.05106662788504
19,43,1,mid_union,baseline,35,4,8,267.264579502645
16,18,1,mid_union,advantage,16,1,11,233.92747854203998
17,21,1,mid_union,baseline,17,2,11,230.22227761912617
18,25,1,mid_union,advantage,21,1,12,271.77880656888163
20,40,1,mid_union,baseline,31,4,8,215.15506932901542
23,43,1,mid_union,advantage,31,4,9,217.4882577193606
19,25,1,mid_union,baseline,18,3,10,218.0755935026287
21,38,1,mid_union,advantage,30,2,9,238.64257236601037
20,29,1,mid_union,baseline,23,1,9,248.63263259275195
18,31,1,mid_union,advantage,25,3,10,254.79350936235667
20,48,1,mid_union,baseline,38,5,9,291.4399063498994
17,16,1,mid_union,advantage,14,0,11,195.01135091598474
19,34,1,mid_union,baseline,27,3,10,252.17471178248834
22,36,1,mid_union,advantage,29,0,8,228.85738854855538
17,28,1,mid_union,baseline,24,2,10,228.27169702222454
23,53,1,mid_union,advantage,40,5,7,227.60455743492244
19,34,1,mid_union,baseline,27,3,9,221.82460658384053
17,16,1,mid_union,advantage,14,0,12,273.690496692069
23,49,1,mid_union,baseline,35,6,10,256.8459465402781
21,38,1,mid_union,advantage,31,1,9,240.4639195711475
24,46,1,mid_union,baseline,36,1,10,267.02031504974
22,45,1,mid_union,advantage,33,5,8,209.7494206940225
18,38,1,mid_union,baseline,31,4,7,213.38589737338148
16,16,1,mid_union,advantage,14,1,11,196.44064535610624
18,22,1,mid_union,baseline,18,1,11,226.01170919753426
24,43,1,mid_union,advantage,32,2,9,243.23397053409505
19,22,1,mid_union,baseline,18,0,11,242.05717155864667
21,37,1,mid_union,advantage,30,1,8,242.98683822119762
15,11,1,mid_union,baseline,11,0,11,211.77886337867835
17,27,1,mid_union,advantage,24,1,9,256.0630948522804
17,24,1,mid_union,baseline,21,1,10,244.79255036477997
21,32,1,mid_union,advantage,24,2,11,254.66108562931998
19,28,1,mid_union,baseline,23,1,10,202.14475644819896
21,31,1,mid_union,advantage,23,2,10,246.2298171759558
16,28,1,mid_union,baseline,24,3,10,216.24469520164945
17,21,1,mid_union,advantage,19,0,11,232.05353494897275
21,32,1,mid_union,baseline,25,1,10,250.68729797272766
17,14,1,mid_union,advantage,12,0,12,241.82187212511826
21,26,1,mid_union,baseline,20,0,11,222.9692004044136
21,39,1,mid_union,advantage,31,2,8,240.12546312368838
21,38,1,mid_union,baseline,30,2,9,209.36929369512714
23,57,1,mid_union,advantage,46,3,7,263.00534791796593
22,42,1,mid_union,baseline,31,4,8,235.89431961007497
21,37,1,mid_union,advantage,30,1,11,262.37099888510653
18,28,1,mid_union,baseline,23,2,9,229.46936625807913
18,23,1,mid_union,advantage,19,1,10,229.52848023186834
22,41,1,mid_union,baseline,31,3,8,224.71626426724308
21,48,1,mid_union,advantage,38,4,7,257.5234786338615
20,53,1,mid_union,baseline,40,8,7,225.8113768534305
17,24,1,mid_union,advantage,22,0,10,252.89190864830354
20,36,1,mid_union,baseline,27,5,8,232.3509520466142
16,15,1,mid_union,advantage,13,1,11,200.4807340021676
18,25,1,mid_union,baseline,21,1,9,228.59371864427067
19,24,1,mid_union,advantage,20,0,11,216.41783571274303
20,32,1,mid_union,baseline,27,0,9,240.67805447364674
24,51,1,mid_union,advantage,40,2,6,216.1918452865102
19,28,1,mid_union,baseline,24,0,10,258.51950201429236
17,14,1,mid_union,advantage,12,0,12,238.17848279293946
22,51,1,mid_union,baseline,40,4,7,236.4480801048252
