final_star,tries_until_dropout,dropout,union_segment,policy,total_fails,total_destroy,max_consecutive_fail,threshold
21,34,1,low_union,baseline,26,2,7,164.4029410755672
18,20,1,low_union,advantage,17,0,11,201.63969618499885
17,18,1,low_union,baseline,15,1,9,153.00847576896936
17,19,1,low_union,advantage,17,0,10,171.69572464189457
17,25,1,low_union,baseline,22,1,9,180.68054822144464
20,34,1,low_union,advantage,27,2,8,182.22745203680105
17,14,1,low_union,baseline,12,0,11,176.41813429967686
22,42,1,low_union,advantage,32,3,8,187.91639562191847
18,23,1,low_union,baseline,19,1,11,193.85711511635623
18,19,1,low_union,advantage,16,0,10,194.6927509091866
21,24,1,low_union,baseline,18,0,9,160.28392382664347
22,41,1,low_union,advantage,31,3,8,174.31689804142405
24,40,1,low_union,baseline,29,2,8,203.89525723753874
25,35,1,low_union,advantage,25,0,9,197.89294375147745
20,28,1,low_union,baseline,22,1,7,152.54281097037872
18,21,1,low_union,advantage,17,1,10,187.02959800704403
16,20,1,low_union,baseline,17,2,8,140.4354950125038
22,36,1,low_union,advantage,27,2,7,180.9386980412074
19,32,1,low_union,baseline,26,2,8,217.95534033491953
19,21,1,low_union,advantage,17,0,9,161.04214565462027
19,30,1,low_union,baseline,23,3,8,163.31353909016835
22,29,1,low_union,advantage,21,1,10,195.2805956314572
16,14,1,low_union,baseline,12,1,10,149.14396969580707
19,30,1,low_union,advantage,24,2,8,167.34489940229923
20,26,1,low_union,baseline,19,2,10,191.92882275163504
23,34,1,low_union,advantage,26,0,8,167.31428304621193
22,38,1,low_union,baseline,29,2,8,175.28060025578057
20,26,1,low_union,advantage,20,1,10,194.88371420630068
18,25,1,low_union,baseline,22,0,8,188.43092167073124
22,29,1,low_union,advantage,22,0,9,185.33636792590804
18,23,1,low_union,baseline,20,0,10,173.21755441459922
18,23,1,low_union,advantage,19,1,9,187.40122230537912
17,31,1,low_union,baseline,25,4,7,177.52534639800487
17,13,1,low_union,advantage,11,0,11,189.1561121985157
17,21,1,low_union,baseline,19,0,9,170.06135949764044
24,46,1,low_union,advantage,33,4,7,176.34862051240918
21,30,1,low_union,baseline,22,2,8,160.20084414895973
19,23,1,low_union,advantage,18,1,9,179.2998477998753
17,19,1,low_union,baseline,16,1,10,163.7799827274231
21,35,1,low_union,advantage,26,3,7,157.71907099676014
18,27,1,low_union,baseline,23,1,9,185.17322295710775
22,46,1,low_union,advantage,35,4,6,184.2547955171532
15,11,1,low_union,baseline,11,0,11,195.65747469897144
18,25,1,low_union,advantage,22,0,8,171.37748860849803
18,26,1,low_union,baseline,21,2,10,188.16105693673512
16,15,1,low_union,advantage,13,1,11,191.01595144547326
18,25,1,low_union,baseline,22,0,10,188.8954761566319
17,21,1,low_union,advantage,19,0,9,163.48692634395715
19,21,1,low_union,baseline,17,0,10,182.98726964542377
20,26,1,low_union,advantage,18,3,10,187.28280592109323
22,40,1,low_union,baseline,31,2,8,180.14356933815884
19,23,1,low_union,advantage,19,0,9,138.2704468325783
19,19,1,low_union,baseline,15,0,11,183.2097924794696
24,45,1,low_union,advantage,33,3,10,224.25062078794485
18,16,1,low_union,baseline,13,0,10,172.79921462486035
21,32,1,low_union,advantage,25,1,7,165.4384580428936
23,48,1,low_union,baseline,37,3,6,187.46697119422797
23,39,1,low_union,advantage,30,1,8,186.24756420933144
18,26,1,low_union,baseline,21,3,10,203.85470330832828
22,47,1,low_union,advantage,36,4,6,154.84263688182224
17,21,1,low_union,baseline,18,1,9,194.62760505149984
21,31,1,low_union,advantage,24,1,9,191.80844122502927
18,18,1,low_union,baseline,15,0,11,177.15706926118906
25,37,1,low_union,advantage,26,1,9,186.7737463584338
19,30,1,low_union,baseline,25,1,10,200.58914963196713
24,40,1,low_union,advantage,30,1,8,197.446307600569
16,18,1,low_union,baseline,16,1,9,157.13961375852543
18,22,1,low_union,advantage,18,1,10,196.4031637351097
18,20,1,low_union,baseline,17,0,10,178.70622789934964
20,31,1,low_union,advantage,25,1,9,181.4574819603103
20,40,1,low_union,baseline,30,5,7,181.4639398200339
22,43,1,low_union,advantage,32,4,8,176.9951402240348
18,23,1,low_union,baseline,19,1,10,203.8341499421413
20,34,1,low_union,advantage,27,2,7,178.32564080301577
22,37,1,low_union,baseline,28,2,8,157.60907743233662
24,32,1,low_union,advantage,21,2,8,172.12940288060543
16,25,1,low_union,baseline,22,2,8,183.57389433620952
18,22,1,low_union,advantage,19,0,10,204.58429568594102
18,26,1,low_union,baseline,22,1,9,192.06189369897666
20,31,1,low_union,advantage,24,2,8,162.98929442505911
21,38,1,low_union,baseline,29,3,10,229.70379833357782
21,38,1,low_union,advantage,28,4,9,185.2955062195596
21,40,1,low_union,baseline,29,5,8,205.5078147599803
21,39,1,low_union,advantage,29,4,7,176.96571132845543
17,25,1,low_union,baseline,21,2,8,190.667184894109
21,38,1,low_union,advantage,29,3,7,196.7893700903681
22,29,1,low_union,baseline,21,1,9,204.36389423508513
19,23,1,low_union,advantage,19,0,11,201.1473661075645
18,34,1,low_union,baseline,29,2,9,197.44394000145957
18,30,1,low_union,advantage,25,2,8,173.69826537611783
24,41,1,low_union,baseline,30,2,8,168.56507916087878
21,19,1,low_union,advantage,13,0,11,186.65215020648395
23,38,1,low_union,baseline,29,1,7,198.66256144682137
21,29,1,low_union,advantage,23,0,10,175.54558598446786
17,19,1,low_union,baseline,16,1,11,201.30343931428774
17,22,1,low_union,advantage,19,1,11,209.05233490972358
17,20,1,low_union,baseline,17,1,9,161.6735816185316
21,31,1,low_union,advantage,25,0,7,163.2615859240744
17,21,1,low_union,baseline,18,1,9,177.19249882189328
19,23,1,low_union,advantage,19,0,9,186.15225336378393
17,30,1,low_union,baseline,24,5,7,169.50865972465897
17,13,1,low_union,advantage,11,0,11,207.04405357734288
19,23,1,low_union,baseline,19,0,10,188.48133723036904
19,31,1,low_union,advantage,26,1,8,180.7889409648148
16,16,1,low_union,baseline,14,1,10,151.28180952262946
27,37,0,low_union,advantage,25,0,7,153.68368367144984
21,41,1,low_union,baseline,31,4,7,185.62018500563613
22,27,1,low_union,advantage,19,1,9,137.3480874769033
21,38,1,low_union,baseline,30,2,8,200.25274819288143
17,19,1,low_union,advantage,17,0,9,176.8369231125536
18,20,1,low_union,baseline,17,0,12,244.86185939189465
25,48,1,low_union,advantage,36,2,7,226.15832501232222
20,32,1,low_union,baseline,25,2,9,176.37101861504968
18,20,1,low_union,advantage,17,0,8,177.8732599493737
18,26,1,low_union,baseline,22,1,9,199.91163028004058
16,15,1,low_union,advantage,13,1,11,214.06345219836075
19,19,1,low_union,baseline,15,0,10,147.23941885127965
21,24,1,low_union,advantage,18,0,8,144.27249069290627
18,23,1,low_union,baseline,18,2,10,167.55930388891238
17,19,1,low_union,advantage,16,1,11,191.6547516634773
19,36,1,low_union,baseline,27,5,8,189.93747181015195
17,19,1,low_union,advantage,16,1,11,201.39542909967702
18,19,1,low_union,baseline,16,0,10,156.00604943269383
25,40,1,low_union,advantage,29,1,6,133.67712274062245
17,23,1,low_union,baseline,20,1,9,197.1602839060429
17,26,1,low_union,advantage,22,2,7,163.4360745406953
19,26,1,low_union,baseline,21,1,7,139.63024271222724
17,14,1,low_union,advantage,12,0,11,182.90127491918764
16,14,1,low_union,baseline,12,1,11,195.86351376437355
21,34,1,low_union,advantage,26,2,7,177.55885735757445
22,29,1,low_union,baseline,22,0,8,170.84303227635021
20,26,1,low_union,advantage,21,0,9,176.81275535708187
17,21,1,low_union,baseline,18,1,9,172.58834475198435
22,42,1,low_union,advantage,32,3,6,153.03905776119666
20,31,1,low_union,baseline,24,2,8,165.70638646019137
17,20,1,low_union,advantage,17,1,9,190.4255981002763
19,34,1,low_union,baseline,28,2,8,186.43357082753
21,32,1,low_union,advantage,23,3,8,183.3611961193364
17,15,1,low_union,baseline,13,0,10,160.0970303629324
22,35,1,low_union,advantage,26,2,8,176.36993675728667
20,30,1,low_union,baseline,23,2,8,136.45869907114292
26,43,1,low_union,advantage,32,0,8,183.5695332777078
16,22,1,low_union,baseline,19,2,10,208.57715415627135
18,23,1,low_union,advantage,20,0,9,150.51735735915787
21,36,1,low_union,baseline,27,3,8,168.2814465336449
21,31,1,low_union,advantage,23,2,8,186.5821355742026
21,25,1,low_union,baseline,18,1,11,205.05685268854967
20,29,1,low_union,advantage,23,1,9,171.03550767399702
19,18,1,low_union,baseline,14,0,10,166.15499341468208
19,31,1,low_union,advantage,25,2,6,140.62153715167835
17,17,1,low_union,baseline,15,0,10,182.06876258616214
16,13,1,low_union,advantage,12,0,12,220.84152080287487
16,14,1,low_union,baseline,12,1,11,185.5471692392935
23,43,1,low_union,advantage,31,4,7,179.55442041632574
20,28,1,low_union,baseline,20,3,9,186.44164621533972
20,21,1,low_union,advantage,16,0,10,179.77815992102796
19,20,1,low_union,baseline,16,0,9,163.7397125547974
16,17,1,low_union,advantage,14,2,11,196.4655983135541
18,16,1,low_union,baseline,13,0,11,184.51523046223508
21,35,1,low_union,advantage,26,3,8,180.35226503867315
23,45,1,low_union,baseline,34,3,5,160.492679454435
27,33,0,low_union,advantage,19,2,4,206.07015863869518
19,31,1,low_union,baseline,24,3,9,193.2940549066622
22,33,1,low_union,advantage,25,1,8,168.94158325265397
17,21,1,low_union,baseline,19,0,10,200.03649707363874
21,41,1,low_union,advantage,31,4,6,170.04858323229587
18,18,1,low_union,baseline,15,0,9,164.35993014977927
17,15,1,low_union,advantage,13,0,10,164.80593765039427
17,17,1,low_union,baseline,15,0,8,144.57862893823818
21,44,1,low_union,advantage,34,4,6,189.4308476083641
17,21,1,low_union,baseline,18,1,9,143.377102433233
18,20,1,low_union,advantage,17,0,9,155.43112337468474
17,25,1,low_union,baseline,20,3,8,138.48823981842935
21,21,1,low_union,advantage,15,0,10,178.27860614418213
17,18,1,low_union,baseline,16,0,8,176.99359079456255
23,39,1,low_union,advantage,30,1,9,173.46607573627273
21,33,1,low_union,baseline,26,1,8,159.14844610658847
19,26,1,low_union,advantage,21,1,7,156.5553249312672
18,19,1,low_union,baseline,16,0,11,189.28739727093148
17,26,1,low_union,advantage,22,2,8,168.98896136583025
17,20,1,low_union,baseline,17,1,11,186.32716643072288
18,20,1,low_union,advantage,16,1,10,162.29502627751555
17,16,1,low_union,baseline,13,1,11,183.62125485542165
22,37,1,low_union,advantage,30,0,8,206.06556074632127
21,32,1,low_union,baseline,25,1,9,191.72331600785566
17,15,1,low_union,advantage,13,0,10,171.7517236356704
17,18,1,low_union,baseline,16,0,11,185.14397940711854
21,33,1,low_union,advantage,26,1,9,175.18669650939574
23,37,1,low_union,baseline,26,3,9,180.15760369389457
16,12,1,low_union,advantage,11,0,11,173.48777895702992
19,41,1,low_union,baseline,32,5,7,176.7132958822922
21,28,1,low_union,advantage,21,1,9,184.2418670614835
18,16,1,low_union,baseline,13,0,10,160.13282600836098
22,32,1,low_union,advantage,24,1,9,159.68242346020043
21,37,1,low_union,baseline,29,2,7,152.2291489233758
17,20,1,low_union,advantage,16,2,9,147.9945779099258
19,26,1,low_union,baseline,21,1,9,155.65434615559042
22,49,1,low_union,advantage,38,4,7,183.1892501360826
17,24,1,low_union,baseline,21,1,8,162.14424969016233
26,46,1,low_union,advantage,33,2,8,190.27228928462193
21,30,1,low_union,baseline,23,1,9,180.69427497505123
20,34,1,low_union,advantage,25,4,6,140.62991573123892
23,39,1,low_union,baseline,30,1,8,193.0995116844338
17,19,1,low_union,advantage,16,1,11,196.2159729118342
20,30,1,low_union,baseline,23,2,8,160.12274650330295
16,13,1,low_union,advantage,11,1,11,188.40383085789983
17,19,1,low_union,baseline,15,2,9,162.87003525181603
18,28,1,low_union,advantage,24,1,9,181.95340753496671
18,15,1,low_union,baseline,12,0,10,154.7100318609007
21,29,1,low_union,advantage,23,0,9,144.13787094930848
19,32,1,low_union,baseline,25,3,9,172.34365620774062
21,38,1,low_union,advantage,31,1,7,177.52542107450327
22,41,1,low_union,baseline,32,2,8,172.0464061277079
21,36,1,low_union,advantage,26,4,7,156.3193888355488
16,13,1,low_union,baseline,11,1,11,172.00201875737727
21,26,1,low_union,advantage,20,0,8,185.38589505161468
19,27,1,low_union,baseline,21,2,9,179.10213939754925
22,45,1,low_union,advantage,34,4,7,183.65002061198427
24,43,1,low_union,baseline,33,1,7,166.59769599091535
17,28,1,low_union,advantage,24,2,10,203.4343582943232
16,17,1,low_union,baseline,15,1,8,156.47653326890438
23,40,1,low_union,advantage,29,3,8,189.75120594173438
23,43,1,low_union,baseline,31,4,9,203.63782185919922
26,45,1,low_union,advantage,33,1,9,189.6181618549779
20,43,1,low_union,baseline,30,8,7,175.9495154587034
19,39,1,low_union,advantage,29,6,7,169.43405906674042
19,30,1,low_union,baseline,25,1,9,200.72175302092512
18,26,1,low_union,advantage,22,1,9,151.54050149476654
19,22,1,low_union,baseline,18,0,9,160.59751479240714
19,29,1,low_union,advantage,23,2,8,172.04884469016557
21,29,1,low_union,baseline,21,2,9,204.75307515023997
23,42,1,low_union,advantage,32,2,7,187.5953527208179
18,31,1,low_union,baseline,25,3,8,160.63908482979508
18,20,1,low_union,advantage,17,0,10,173.79384589230193
17,27,1,low_union,baseline,21,4,8,167.7135371180741
19,28,1,low_union,advantage,22,2,8,165.8042201553293
17,17,1,low_union,baseline,14,1,11,199.57779117113557
18,19,1,low_union,advantage,16,0,8,152.5651374147299
18,26,1,low_union,baseline,23,0,8,212.17561711468747
22,31,1,low_union,advantage,24,0,10,196.56459380369245
21,39,1,low_union,baseline,30,3,7,201.81723341207396
20,34,1,low_union,advantage,25,4,7,170.74120975949484
19,33,1,low_union,baseline,24,5,8,177.00118561841782
21,31,1,low_union,advantage,23,2,8,151.33696370950577
17,23,1,low_union,baseline,20,1,9,169.50675185866393
20,34,1,low_union,advantage,25,4,10,189.87309695286302
20,22,1,low_union,baseline,16,1,11,205.92126123562792
20,31,1,low_union,advantage,23,3,8,157.85686366395097
21,24,1,low_union,baseline,18,0,10,172.68988126029467
15,11,1,low_union,advantage,11,0,11,176.97401559534956
17,15,1,low_union,baseline,13,0,10,152.0842159561503
18,20,1,low_union,advantage,17,0,9,191.826984835168
15,10,1,low_union,baseline,10,1,10,165.5201933651478
16,15,1,low_union,advantage,14,0,10,176.09219297645953
20,40,1,low_union,baseline,31,4,7,170.96101256176246
23,42,1,low_union,advantage,30,4,8,164.21322988560652
17,19,1,low_union,baseline,16,1,10,179.8591002903889
27,39,0,low_union,advantage,26,1,6,175.68780842863956
19,23,1,low_union,baseline,19,0,9,172.5628423544267
17,12,1,low_union,advantage,10,0,10,165.43076756639314
18,22,1,low_union,baseline,19,0,9,186.3904934156591
17,19,1,low_union,advantage,17,0,10,213.0723453698457
17,19,1,low_union,baseline,16,1,10,182.79774465678256
17,20,1,low_union,advantage,17,1,11,199.9223642982226
18,22,1,low_union,baseline,19,0,9,152.19556149693074
19,28,1,low_union,advantage,24,0,9,183.15522878587538
22,30,1,low_union,baseline,23,0,7,158.05263362057866
21,33,1,low_union,advantage,24,3,7,150.46150144936198
17,14,1,low_union,baseline,12,0,10,165.21257185081927
22,46,1,low_union,advantage,35,4,7,203.83798668827146
21,38,1,low_union,baseline,30,2,8,199.00031657339292
19,22,1,low_union,advantage,18,0,10,184.860094441088
18,17,1,low_union,baseline,13,1,10,149.3459888022014
20,29,1,low_union,advantage,23,1,9,176.07438697224126
18,21,1,low_union,baseline,17,1,9,186.03400017803472
18,19,1,low_union,advantage,16,0,10,183.51072459157197
17,27,1,low_union,baseline,23,2,8,143.12412833038508
18,26,1,low_union,advantage,21,2,9,162.19364303960256
16,19,1,low_union,baseline,17,1,10,178.71844471702568
23,35,1,low_union,advantage,25,2,7,190.7258181903438
18,16,1,low_union,baseline,12,1,9,136.07744357800107
26,50,1,low_union,advantage,36,3,6,176.75752049040284
17,27,1,low_union,baseline,24,1,9,182.86097539757904
17,17,1,low_union,advantage,15,0,11,196.99223977032426
17,18,1,low_union,baseline,15,1,11,193.85715168474874
17,16,1,low_union,advantage,14,0,11,191.65142637617612
18,35,1,low_union,baseline,25,7,8,164.00118986596132
20,30,1,low_union,advantage,23,2,6,141.83995725753385
22,31,1,low_union,baseline,23,1,9,172.138944858772
20,44,1,low_union,advantage,35,4,7,200.0326365041712
22,29,1,low_union,baseline,22,0,10,207.86909055048864
22,44,1,low_union,advantage,33,4,7,194.21098204595572
17,26,1,low_union,baseline,23,1,9,188.58681645603468
16,17,1,low_union,advantage,15,1,11,187.5927929677193
23,38,1,low_union,baseline,27,3,7,168.87762506478438
22,49,1,low_union,advantage,38,4,5,177.3987941289276
17,25,1,low_union,baseline,20,3,11,213.3813905165266
18,21,1,low_union,advantage,18,0,9,161.14883988416247
16,12,1,low_union,baseline,11,0,11,212.29557581419704
17,20,1,low_union,advantage,17,1,9,173.55943691015884
16,15,1,low_union,baseline,14,0,11,206.50864218190156
19,24,1,low_union,advantage,20,0,9,151.86369981004924
21,30,1,low_union,baseline,23,1,8,191.718084023293
17,15,1,low_union,advantage,13,0,10,165.26459728104757
18,17,1,low_union,baseline,13,1,10,151.69465616151626
17,16,1,low_union,advantage,14,0,11,184.3706808482189
18,20,1,low_union,baseline,16,1,11,200.18943577191936
18,35,1,low_union,advantage,28,4,6,163.10117122813008
23,33,1,low_union,baseline,23,2,8,150.01968079083198
24,51,1,low_union,advantage,37,5,6,178.1631047133009
16,14,1,low_union,baseline,12,1,11,178.25129342445638
21,32,1,low_union,advantage,25,1,9,190.96639255108997
18,24,1,low_union,baseline,21,0,9,198.99189142728977
20,28,1,low_union,advantage,21,2,9,178.8116963745501
18,24,1,low_union,baseline,20,1,9,217.11006629588525
18,20,1,low_union,advantage,17,0,10,184.48469489070584
17,19,1,low_union,baseline,17,0,9,173.071469879862
17,15,1,low_union,advantage,13,0,10,147.76865281794343
18,23,1,low_union,baseline,20,0,10,174.74680959367666
21,32,1,low_union,advantage,24,2,10,173.27226109177727
19,28,1,low_union,baseline,24,0,10,199.2060959256294
22,37,1,low_union,advantage,28,2,8,189.2496724813371
19,29,1,low_union,baseline,24,1,8,156.41261756734767
21,31,1,low_union,advantage,25,0,8,183.44508772822076
17,18,1,low_union,baseline,16,0,10,193.43062343458107
17,21,1,low_union,advantage,19,0,9,210.56062718775667
18,20,1,low_union,baseline,17,0,10,197.7500793482812
22,38,1,low_union,advantage,29,2,8,195.21693308622955
18,19,1,low_union,baseline,16,0,10,181.20171989230326
18,19,1,low_union,advantage,16,0,10,187.766240108469
19,32,1,low_union,baseline,26,2,8,204.99009801412316
23,33,1,low_union,advantage,23,2,9,153.344452050407
21,39,1,low_union,baseline,30,3,8,173.01121345566088
17,13,1,low_union,advantage,11,0,10,164.54862502487518
17,30,1,low_union,baseline,25,3,9,187.58306237452248
20,49,1,low_union,advantage,37,7,7,204.60444351301575
17,20,1,low_union,baseline,17,1,8,168.06051426557852
19,22,1,low_union,advantage,18,0,7,132.19391265061125
18,17,1,low_union,baseline,13,1,10,171.7555850995106
17,24,1,low_union,advantage,21,1,8,198.26947464034814
21,46,1,low_union,baseline,35,5,7,190.7525980589976
19,26,1,low_union,advantage,21,1,9,188.56372495621153
22,44,1,low_union,baseline,32,5,7,174.4001339625104
21,33,1,low_union,advantage,26,1,8,154.41938527560427
16,17,1,low_union,baseline,15,1,10,190.30588643248936
23,38,1,low_union,advantage,29,1,7,163.3143637993075
21,41,1,low_union,baseline,33,2,8,223.68193466760914
17,17,1,low_union,advantage,15,0,11,191.41014416709032
18,22,1,low_union,baseline,18,1,8,168.387033948921
17,14,1,low_union,advantage,12,0,11,167.77229505222743
17,24,1,low_union,baseline,21,1,8,178.14111586772825
22,32,1,low_union,advantage,24,1,10,175.20996155956502
22,41,1,low_union,baseline,30,4,9,202.3366755105991
21,35,1,low_union,advantage,28,1,8,183.72832339488093
20,34,1,low_union,baseline,25,4,9,165.36736522182943
25,54,1,low_union,advantage,40,4,6,217.80881370311565
17,26,1,low_union,baseline,23,1,9,180.98616663040445
19,26,1,low_union,advantage,21,1,8,195.37679351937794
21,34,1,low_union,baseline,27,1,9,167.83546985110482
17,15,1,low_union,advantage,13,0,11,187.26231255489046
17,17,1,low_union,baseline,14,1,11,186.2221998228639
15,10,1,low_union,advantage,10,0,10,142.20701415807696
17,18,1,low_union,baseline,16,0,11,220.30550220921282
22,31,1,low_union,advantage,23,1,10,205.81288921845095
16,21,1,low_union,baseline,18,2,10,172.05609367708024
21,33,1,low_union,advantage,25,2,8,157.9546051908829
21,36,1,low_union,baseline,29,1,8,186.95123227607104
23,35,1,low_union,advantage,26,1,9,181.73395398828794
18,20,1,low_union,baseline,15,2,11,187.11337897126458
23,36,1,low_union,advantage,27,1,9,183.8315479238818
17,23,1,low_union,baseline,19,2,9,190.1248197861185
17,17,1,low_union,advantage,15,0,11,208.94611398783613
20,48,1,low_union,baseline,37,6,6,191.36206410257293
17,13,1,low_union,advantage,11,0,10,159.00689002180118
19,33,1,low_union,baseline,27,3,8,207.25125705424904
22,47,1,low_union,advantage,36,4,8,212.81229126976575
15,12,1,low_union,baseline,12,0,12,243.0411346902417
22,41,1,low_union,advantage,31,3,7,157.53011933520804
21,41,1,low_union,baseline,33,2,6,184.8576402630055
20,38,1,low_union,advantage,29,4,5,138.35802593622026
16,28,1,low_union,baseline,24,3,7,191.06298312758418
23,30,1,low_union,advantage,21,1,8,169.03599403666453
23,53,1,low_union,baseline,41,4,6,218.46891589649906
15,10,1,low_union,advantage,10,0,10,164.50770059962835
17,18,1,low_union,baseline,16,0,8,146.21633924065478
19,22,1,low_union,advantage,16,2,10,170.5747251859496
18,23,1,low_union,baseline,19,1,7,140.49024457565724
21,38,1,low_union,advantage,28,4,7,195.0219890901462
19,26,1,low_union,baseline,20,2,7,138.6983390748736
19,20,1,low_union,advantage,16,0,11,180.56915162366317
17,32,1,low_union,baseline,25,5,7,138.44376360287606
23,32,1,low_union,advantage,23,1,9,173.59404390926716
21,45,1,low_union,baseline,35,4,6,212.86756311609068
18,19,1,low_union,advantage,16,0,10,187.2129578287159
18,24,1,mid_union,baseline,19,2,10,222.73012790070132
21,35,1,mid_union,advantage,29,0,8,239.3759302212183
21,45,1,mid_union,baseline,34,5,8,240.36033744088894
23,47,1,mid_union,advantage,35,4,9,249.45260691686812
18,24,1,mid_union,baseline,20,1,10,212.66283273438347
22,48,1,mid_union,advantage,35,6,8,251.85134547694662
21,31,1,mid_union,baseline,24,1,8,185.9121673679445
18,27,1,mid_union,advantage,24,0,8,227.40230895272379
18,23,1,mid_union,baseline,20,0,10,230.2345231509691
23,53,1,mid_union,advantage,40,5,8,252.66653652142477
25,45,1,mid_union,baseline,33,2,10,240.45261705353738
20,45,1,mid_union,advantage,33,7,9,211.88873892287427
21,42,1,mid_union,baseline,33,3,7,220.30013748365968
18,31,1,mid_union,advantage,26,2,11,243.97360019094813
21,40,1,mid_union,baseline,31,3,9,238.41865316270886
19,28,1,mid_union,advantage,24,0,9,228.41751780728507
21,32,1,mid_union,baseline,24,2,10,230.38332420976042
19,27,1,mid_union,advantage,22,1,11,253.92335994318577
21,37,1,mid_union,baseline,28,3,9,229.64614854261572
17,17,1,mid_union,advantage,15,0,12,238.23817511941854
17,32,1,mid_union,baseline,29,1,8,283.39873176161086
23,41,1,mid_union,advantage,31,2,7,211.52634726232154
16,13,1,mid_union,baseline,12,0,11,202.96314536850684
25,51,1,mid_union,advantage,38,3,8,255.67179329597212
19,35,1,mid_union,baseline,29,2,10,226.42713877411794
27,36,0,mid_union,advantage,22,2,7,233.6352494451476
20,42,1,mid_union,baseline,34,3,7,224.37687243737773
21,39,1,mid_union,advantage,29,4,10,234.80399718464975
18,24,1,mid_union,baseline,20,1,12,271.9707622419268
19,32,1,mid_union,advantage,26,2,10,256.0425691723624
19,23,1,mid_union,baseline,19,0,12,257.24447023773956
18,27,1,mid_union,advantage,22,2,9,211.67545888414708
22,35,1,mid_union,baseline,26,2,10,216.9769252689426
18,30,1,mid_union,advantage,25,2,8,183.21842681029148
17,16,1,mid_union,baseline,14,0,11,223.8123835783449
24,46,1,mid_union,advantage,33,4,10,259.13406372771317
19,46,1,mid_union,baseline,36,6,8,250.33893031496743
22,38,1,mid_union,advantage,31,0,9,235.56973474095753
19,35,1,mid_union,baseline,29,2,10,239.55399432563894
18,28,1,mid_union,advantage,24,1,9,226.22228914849188
17,18,1,mid_union,baseline,15,1,12,244.09517764803567
19,27,1,mid_union,advantage,23,0,11,255.3175655896123
17,21,1,mid_union,baseline,18,1,9,207.68226425179054
27,49,0,mid_union,advantage,35,2,6,245.99295375674697
16,27,1,mid_union,baseline,24,2,9,258.64869741909337
18,21,1,mid_union,advantage,18,0,11,231.6979942207326
21,39,1,mid_union,baseline,30,3,10,254.01401224241167
26,54,1,mid_union,advantage,40,3,9,296.29308888945104
17,25,1,mid_union,baseline,22,1,10,237.91314414026215
18,30,1,mid_union,advantage,26,1,9,247.86614100010647
19,31,1,mid_union,baseline,27,0,9,225.23885832677217
18,25,1,mid_union,advantage,22,0,10,243.62502325204102
23,46,1,mid_union,baseline,34,4,8,249.20543249964607
23,56,1,mid_union,advantage,42,6,8,243.89684680540276
18,27,1,mid_union,baseline,23,1,10,219.60609360582288
22,52,1,mid_union,advantage,40,5,7,244.127235426509
19,36,1,mid_union,baseline,30,2,9,269.2439187743527
20,35,1,mid_union,advantage,27,3,10,248.97271529029055
19,31,1,mid_union,baseline,27,0,9,259.2397437814368
19,23,1,mid_union,advantage,18,1,11,235.25976059974744
15,12,1,mid_union,baseline,12,0,12,254.99800478847422
18,25,1,mid_union,advantage,21,1,10,245.58535676433053
17,20,1,mid_union,baseline,18,0,11,220.98178540625537
21,36,1,mid_union,advantage,29,1,9,246.3704200959775
18,24,1,mid_union,baseline,20,1,11,220.16606673119378
21,32,1,mid_union,advantage,25,1,10,227.34239450230416
17,26,1,mid_union,baseline,22,2,9,243.78656614584747
23,52,1,mid_union,advantage,41,3,8,245.9448854676025
17,14,1,mid_union,baseline,12,0,11,216.21535069845743
24,41,1,mid_union,advantage,31,1,9,261.07971542365755
17,35,1,mid_union,baseline,29,4,10,251.44012556600947
17,25,1,mid_union,advantage,20,3,10,225.90543128778233
17,18,1,mid_union,baseline,16,0,10,209.2483040710165
18,22,1,mid_union,advantage,19,0,11,237.10190841837138
20,48,1,mid_union,baseline,38,5,7,231.0811257227768
25,41,1,mid_union,advantage,30,1,10,242.26280914106044
17,23,1,mid_union,baseline,19,2,11,232.73766677688866
21,30,1,mid_union,advantage,24,0,8,199.85086278509982
22,45,1,mid_union,baseline,35,3,8,232.23306123397683
22,34,1,mid_union,advantage,27,0,9,233.88761777863374
21,27,1,mid_union,baseline,21,0,11,252.6732204954812
22,24,1,mid_union,advantage,17,0,11,226.036006507779
19,34,1,mid_union,baseline,28,2,9,273.5734934674513
17,28,1,mid_union,advantage,24,2,9,201.76718898696487
19,39,1,mid_union,baseline,33,2,8,266.2233499560525
17,22,1,mid_union,advantage,19,1,11,235.5136205824379
18,26,1,mid_union,baseline,21,2,11,257.1916974468711
19,21,1,mid_union,advantage,17,0,12,241.59602968117466
17,26,1,mid_union,baseline,22,2,10,262.7911107205094
23,27,1,mid_union,advantage,18,1,11,232.25276070894378
18,30,1,mid_union,baseline,26,1,8,218.02759149644376
23,41,1,mid_union,advantage,31,2,11,268.41008574542127
22,37,1,mid_union,baseline,28,3,9,237.73038708235717
23,45,1,mid_union,advantage,36,1,7,244.4311694724842
20,29,1,mid_union,baseline,23,1,10,264.6950382808959
23,52,1,mid_union,advantage,40,4,7,219.3608951581113
17,20,1,mid_union,baseline,18,0,12,251.90981795278515
19,26,1,mid_union,advantage,22,0,9,228.20210487074218
18,20,1,mid_union,baseline,17,0,12,237.35661288711256
18,22,1,mid_union,advantage,19,0,11,241.4455793076858
21,42,1,mid_union,baseline,32,4,9,209.9955627710613
